Stage,Day,Hour,PV,WT,Electricity Load,Hydrogen Load,Electricity Prices
0,1,1,0,3.1416814286084076,5102.1896543908215,4308.641039602191,0.9851492596113519
0,1,2,0,6.971777547513255,5461.998522471746,1007.9032722975261,0.9684250221737378
0,1,3,0,4.094886676232013,5018.088024349813,4248.627773988105,0.9645968910687847
0,1,4,0,4.77807916240009,4877.5404487128335,4306.777397944951,0.9808770881364055
0,1,5,0,6.84203007485537,5023.175172099676,3278.266721685587,0.9582023613210424
0,1,6,0,4.0015665232254,4852.590097471317,5459.950167749481,0.9437996663818066
0,1,7,0,3.290845799415676,4310.176141048083,3706.88212051252,0.9904237983444854
0,1,8,0,5.6410389668408865,4561.040927673277,4609.571706528778,1.0038087059795666
0,1,9,0,3.4040662032255864,3566.0369645044725,7606.315208527511,0.9883710950477737
0,1,10,0.518236268188802,4.115171071592869,4052.4929615022993,5068.242712323471,1.0017977341119542
0,1,11,0.5170990985469733,6.908923339278992,4713.4126183989565,5107.4854246229415,1.0033866275454997
0,1,12,0.7326093080608956,4.120853123543966,5218.897347710194,6032.000974625108,0.9360313722317791
0,1,13,0.7395526621603359,6.558482150163778,5435.8500047498865,7311.9238058919955,0.9963806089181861
0,1,14,0.61381837090104,6.031746839754596,6517.745016049021,14244.200517985617,1.0211427910829518
0,1,15,0.6606324782893588,3.668947961968918,6386.266033136342,13978.298518826161,1.033552522489365
0,1,16,0.4608452784529271,3.70994803077036,5829.879336816159,12104.50739801729,0.9872457044213003
0,1,17,0.37914589536614984,2.9750035541039086,5634.448017898275,15199.095216560076,0.9420662316035803
0,1,18,0,5.222008979602503,5866.20159173635,13124.360526130022,0.9910472246925697
0,1,19,0,6.981000302316745,5923.849223035704,12593.50734939629,1.0162367929510543
0,1,20,0,5.417196748351475,5502.55743859104,10915.480577253835,0.9451646747356233
0,1,21,0,6.310236904355798,4983.756548673946,10811.595882698392,1.002025718406621
0,1,22,0,3.4845520090009163,4541.684129348367,1911.5223586833743,0.9867016396514466
0,1,23,0,4.420211167384846,4558.691128831166,3207.6277733512966,0.9452495126331609
0,1,24,0,6.573756602352492,4367.8582264445995,5778.31136179151,0.9636895708640127
0,2,1,0,4.8436566102926655,4410.130061077414,2708.9780148492214,1.0380695361890444
0,2,2,0,4.761770394215841,4788.584808369471,1538.5373238532686,0.9362945621816655
0,2,3,0,3.362633705008568,3895.36654059948,2002.1247235362848,1.0438430046564213
0,2,4,0,5.606840735952019,4148.378461000974,1120.0105158522224,0.97764523630958
0,2,5,0,4.611749456684512,4572.91832680852,2041.63101417108,1.0064739351155356
0,2,6,0,5.912087925881235,4248.792531910578,2359.791238288906,1.0101153429352758
0,2,7,0,4.103882105230912,3489.8244270090304,877.4961650275872,0.9737534695811941
0,2,8,0,2.8739630052039895,4646.356582112044,1471.549960056632,1.0433403367350393
0,2,9,0,5.394906923750817,2631.157675899351,2093.1039969204026,0.9227538804163888
0,2,10,0.24193834078892773,6.238309906691747,3107.8130336310055,3437.5433736961522,0.9528671064106359
0,2,11,0.23459450716423266,3.8702350163149735,4160.545644805585,3960.280458913601,0.9708235779136842
0,2,12,0.36328954395323376,4.1169798235000155,3722.914434281419,4009.9717089883625,0.9681967263959121
0,2,13,0.324751734267001,5.1714620706380385,3812.300855146917,4370.690901550108,1.0123566144870708
0,2,14,0.24775445259383533,4.3795050787397685,5507.505749494692,14940.163086405264,0.9890170422847616
0,2,15,0.24771840534612793,3.4109687526806494,4574.505703675492,11761.874105138813,0.9640290384490788
0,2,16,0.3442084273638606,6.967581149345983,5348.358676847236,10877.559219966557,0.9355195898453972
0,2,17,0.2746748227823136,4.363411944410044,5213.747387404369,10886.260501235854,0.9562209972203438
0,2,18,0,2.811596164716938,5102.358854024749,11249.09297102271,0.9990956131132882
0,2,19,0,5.877415084271438,4021.0414338817527,9041.086753321033,0.994964232205154
0,2,20,0,3.4552311041603905,4696.8048373483925,12355.761982362481,0.9930335813382265
0,2,21,0,5.6269069663378515,4095.020905729163,8889.890256841229,0.9459963903797197
0,2,22,0,3.4710948317429438,4116.242065823142,3330.0302181645684,0.9809390410243433
0,2,23,0,4.931502107745192,4365.545142292654,1260.1717277528717,0.9550491587084853
0,2,24,0,3.510725620012387,4001.4150775025983,716.1642129612933,0.9788706879854351
0,3,1,0,9.351845528817547,4027.731662146241,260.6662557513937,1.0017950560277344
0,3,2,0,9.208592433639115,4041.192209824879,186.34882955535704,0.9633149488489524
0,3,3,0,9.44552081352291,3419.898305804216,261.3967150594394,1.023832568037314
0,3,4,0,10.013364040183937,3374.349912525753,300.22042135554574,1.0352644574054284
0,3,5,0,10.621575622623148,3249.884027602526,1399.366918639388,0.9415088017656146
0,3,6,0,10.671958497092747,3559.538243157791,1.9541671269620586,0.9737732223481739
0,3,7,0,10.646811013649964,4135.560075788437,844.3459944404527,0.9893507247063156
0,3,8,0,8.856954340812708,3688.7744676492416,1225.9323188061783,0.9841791899889343
0,3,9,0,10.330667599780446,3540.1423663728224,2547.3410540815685,1.0258524256286599
0,3,10,0.18878967808479585,10.977649969284437,3277.43240108465,2041.4684892660143,0.9864391770898256
0,3,11,0.33468881606606266,11.130696197770913,3398.445722509686,1874.3260207226426,0.9745528111111036
0,3,12,0.44794248715553125,10.471756949119772,4076.7784330947334,3716.3136982143496,0.9649512379165621
0,3,13,0.24407239236141287,10.138309744269044,4095.3613790220493,5205.377004577633,0.9853237093853163
0,3,14,0.3439556622030236,9.183946973700895,5251.336252041358,11526.62781539111,1.0094193124114537
0,3,15,0.25838098511937496,9.73668582832617,5318.518978191411,11941.061711658027,0.97093593167119
0,3,16,0.21002025666089158,10.604567840243451,5963.199753335863,12693.663741579176,0.9798468391928702
0,3,17,0.23497504099166167,9.513089775270009,4862.996837054364,11114.632941383987,1.0185207843265085
0,3,18,0,11.095413168189925,4481.571958721016,11612.54448828502,1.0298104495955276
0,3,19,0,8.808627011320231,4243.273467970037,10127.389293208387,0.9945031666470939
0,3,20,0,9.304625330395542,4268.237383444829,9445.773797613469,1.0282964835491077
0,3,21,0,10.197828681588419,4023.8630133009833,8015.426732430102,1.0132174873218394
0,3,22,0,8.930629292964294,3218.47420353327,1070.3264767182961,0.9822560872015107
0,3,23,0,9.180947312728724,3700.458687169901,1591.2500551633068,0.984568371722111
0,3,24,0,10.457438354637262,3768.4138133038205,2148.002075580799,1.0209379016432756
